Date,Oprice,MaxPrice,MinPrice,CPrice
20080102,5349.763,5404.928,5283.448,5385.103
20080103,5381.147,5422.673,5315.948,5422.034
20080104,5430.63,5499.085,5422.456,5483.65
20080107,5480.442,5569.152,5455.501,5556.593
20080108,5575.95,5630.624,5485.234,5528.054
20080109,5507.116,5614.678,5490.305,5613.758
20080110,5631.645,5707.667,5602.594,5672.154
20080111,5688.563,5702.572,5629.638,5699.147
20080114,5717.525,5756.919,5679.287,5731.757
20080115,5743.431,5754.107,5652.04,5696.45
20080116,5642.566,5642.566,5498.39,5505.717
20080117,5445.803,5533.65,5226.639,5365.624
20080118,5358.183,5419.57,5307.496,5414.468
20080121,5424.64,5434.349,5122.463,5145.734
20080122,5015.428,5032.245,4708.388,4753.868
20080123,4787.171,4976.272,4751.499,4975.111
20080124,5034.533,5079.796,4926.374,5027.213
20080125,5022.896,5121.408,4966.519,5077.429
20080128,5038.507,5038.507,4711.277,4731.883
20080129,4742.901,4845.658,4688.728,4762.083
20080130,4817.161,4858.101,4606.144,4710.652
20080131,4693.607,4733.699,4614.282,4620.401
20080201,4623.621,4660.994,4414.119,4571.945
20080204,4695.546,4951.248,4695.546,4950.124
20080205,4942.875,4995.574,4878.119,4921.829
20080213,4858.814,4883.244,4785.8,4816.084
20080214,4858.849,4913.318,4842.847,4880.252
20080215,4846.024,4846.024,4742.101,4813.311
20080218,4875.215,4944.88,4845.308,4910.992
20080219,4926.839,5020.753,4885.695,5020.753
20080220,5032.777,5062.261,4901.661,4908.717
20080221,4878.569,4924.449,4796.099,4876.03
20080222,4850.882,4850.882,4649.813,4702.241
20080225,4704.316,4722.636,4510.695,4519.783
20080226,4637.6,4668.831,4394.594,4515.533
20080227,4543.097,4660.408,4500.89,4639.768
20080228,4651.157,4670.173,4582.823,4622.056
20080229,4616.24,4683.159,4597.627,4674.55
20080303,4648.735,4803.9,4611.7,4790.744
20080304,4813.401,4836.657,4657.381,4671.148
20080305,4650.518,4689.967,4519.743,4628.724
20080306,4645.069,4746.584,4592.621,4685.03
20080307,4641.755,4693.207,4597.009,4621.685
20080310,4588.727,4588.765,4406.232,4431.589
20080311,4393.282,4441.184,4315.183,4441.184
20080312,4534.811,4553.336,4308.35,4309.648
20080313,4266.273,4296.364,4121.275,4198.96
20080314,4179.438,4212.408,4092.791,4157.871
20080317,4138.877,4138.877,3958.292,3965.279
20080318,3924.87,3996.959,3700.35,3763.948
20080319,3837.603,3954.466,3776.301,3888.861
20080320,3833.205,4044.692,3658.04,4001.832
20080321,3998.197,4083.163,3958.967,4037.83
20080324,4086.07,4103.574,3857.091,3857.091
20080325,3780.459,3937.671,3747.019,3905.774
20080326,3926.864,4001.552,3888.018,3914.37
20080327,3847.439,3873.611,3745.879,3748.92
20080328,3712.98,3925.856,3661.381,3918.156
20080331,3802.206,3891.66,3780.122,3790.53
20080401,3776.268,3815.157,3566.209,3582.855
20080402,3621.388,3698.526,3493.184,3547.977
20080403,3518.223,3665.651,3457.617,3650.698
20080407,3611.958,3854.068,3578.377,3845.822
20080408,3852.011,3935.333,3820.1,3891.059
20080409,3857.275,3911.697,3687.597,3688.125
20080410,3641.66,3754.715,3608.316,3754.715
20080411,3794.297,3825.295,3755.015,3783.728
20080414,3699.142,3710.786,3525.185,3536.327
20080415,3513.068,3583.861,3417.249,3583.299
20080416,3573.664,3583.808,3483.185,3494.016
20080417,3493.238,3559.1,3340.875,3386.63
20080418,3356.562,3390.551,3248.528,3272.499
20080421,3516.425,3516.425,3223.886,3267.554
20080422,3207.881,3301.548,3122.39,3296.277
20080423,3267.359,3467.431,3245.296,3453.727
20080424,3739.321,3781.477,3659.726,3774.504
20080425,3781.912,3915.841,3737.984,3803.07
20080428,3740.951,3791.77,3711.185,3729.154
20080429,3704.927,3797.528,3702.021,3776.943
20080430,3793.853,3970.575,3793.853,3959.119
20080505,4015.212,4061.472,3972.561,4055.779
20080506,4021.073,4075.575,3961.344,4010.888
20080507,3986.129,4042.407,3821.107,3821.319
20080508,3774.044,3926.004,3761.28,3925.041
20080509,3960.886,3973.058,3806.519,3878.924
20080512,3804.985,3952.789,3766.577,3904.92
20080513,3786.534,3923.171,3778.718,3851.687
20080514,3843.47,3975.795,3843.47,3975.782
20080515,4006.658,4038.852,3948.062,3948.088
20080516,3948.034,3982.221,3882.895,3936.121
20080519,3926.314,3936.277,3865.5,3914.072
20080520,3911.096,3946.441,3698.554,3710.818
20080521,3668.181,3801.067,3591.566,3783.049
20080522,3732.641,3783.849,3704.157,3711.444
20080523,3697.89,3741.06,3629.009,3675.147
20080526,3643.012,3643.012,3555.762,3559.217
20080527,3549.986,3594.657,3533.466,3576.197
20080528,3583.284,3697.996,3561.733,3676.23
20080529,3666.196,3677.02,3578.732,3580.868
20080530,3585.605,3620.225,3552.662,3611.33
20080602,3600.234,3650.478,3580.58,3625.826
20080603,3624.572,3641.429,3585.124,3614.111
20080604,3601.54,3605.058,3513.641,3546.916
20080605,3529.978,3542.244,3487.792,3512.138
20080606,3519.116,3532.297,3470.563,3489.502
20080610,3344.453,3352.321,3188.796,3206.562
20080611,3155.943,3181.818,3097.395,3140.299
20080612,3123.64,3148.742,3022.876,3084.633
20080613,3087.337,3108.988,2975.661,2979.117
20080616,2981.085,3012.993,2900.075,2952.242
20080617,2950.399,2977.889,2820.643,2842.676
20080618,2820.237,3007.18,2759.107,2991.273
20080619,2967.402,2967.402,2768.225,2773.076
20080620,2795.465,2946.939,2691.868,2849.668
20080623,2798.428,2845.479,2771.363,2789.941
20080624,2775.69,2865.903,2770.987,2851.915
20080625,2844.922,2973.173,2834.945,2969.537
20080626,2964.516,3010.278,2922.786,2980.907
20080627,2886.18,2899.836,2787.252,2816.021
20080630,2782.844,2834.272,2747.614,2791.819
20080701,2799.195,2809.381,2690.181,2698.347
20080702,2702.634,2745.939,2670.064,2699.597
20080703,2654.479,2807.682,2617.258,2760.612
20080704,2751.213,2783.847,2716.022,2741.852
20080707,2747.611,2890.985,2747.611,2882.763
20080708,2900.571,2939.143,2841.073,2901.841
20080709,2926.996,3015.271,2926.996,3015.126
20080710,2970.984,3056.905,2950.2,2973.728
20080711,2962.861,2988.197,2913.872,2953.498
20080714,2927.24,2996.592,2917.023,2975.874
20080715,2987.061,2997.666,2849.199,2852.979
20080716,2818.763,2824.881,2702.659,2745.596
20080717,2790.259,2812.992,2705.809,2718.068
20080718,2746.536,2818.064,2690.069,2815.462
20080721,2792.829,2915.293,2780.282,2911.051
20080722,2905.276,2931.447,2890.252,2904.743
20080723,2923.049,2941.972,2879.185,2883.32
20080724,2905.043,2979.748,2902.976,2977.362
20080725,2939.321,2967.719,2916.684,2939.202
20080728,2959.113,2997.604,2946.492,2960.851
20080729,2921.248,2921.248,2881.05,2905.63
20080730,2940.02,2949.943,2866.031,2884.384
20080731,2894.246,2899.069,2804.698,2805.21
20080801,2786.123,2868.679,2748.755,2840.788
20080804,2816.936,2832.895,2767.529,2773.15
20080805,2780.761,2792.742,2695.372,2703.079
20080806,2723.523,2749.099,2679.66,2721.693
20080807,2717.661,2747.884,2683.409,2720.442
20080808,2719.375,2719.375,2581.811,2591.462
20080811,2579.805,2580.72,2442.794,2456.811
20080812,2431.383,2474.324,2413.597,2444.155
20080813,2427.495,2466.086,2369.58,2444.672
20080814,2429.977,2461.238,2410.491,2443.512
20080815,2440.39,2479.151,2412.949,2447.615
20080818,2451.311,2452.626,2312.951,2313.402
20080819,2285.515,2356.191,2273.893,2348.472
20080820,2332.386,2533.303,2312.176,2532.94
20080821,2494.262,2535.862,2438.86,2443.979
20080822,2421.249,2437.432,2362.631,2404.928
20080825,2408.026,2439.907,2373.765,2400.548
20080826,2370.528,2390.655,2306.936,2331.532
20080827,2322.539,2367.717,2291.35,2325.292
20080828,2325.262,2363.563,2316.682,2335.865
20080829,2347.4,2418.051,2339.518,2391.64
20080901,2372.638,2372.638,2297.023,2309.171
20080902,2292.686,2309.206,2268.004,2285.411
20080903,2279.598,2296.032,2219.559,2245.964
20080904,2238.645,2270.411,2216.112,2251.146
20080905,2193.038,2221.093,2172.941,2183.432
20080908,2189.822,2198.761,2119.124,2126.518
20080909,2135.223,2150.988,2111.404,2139.145
20080910,2124.965,2181.253,2099.234,2143.176
20080911,2135.453,2141.995,2067.249,2072.126
20080912,2071.061,2102.979,2066.437,2077.846
20080916,2050.316,2050.316,1987.298,2000.651
20080917,1981.252,2003.908,1923.55,1929.135
20080918,1876.965,1936.735,1804.77,1895.99
20080919,2065.779,2073.113,2046.222,2073.113
20080922,2228.366,2258.424,2130.315,2207.614
20080923,2141.6,2180.368,2118.92,2123.478
20080924,2072.652,2139.222,2050.967,2138.853
20080925,2143.729,2256.271,2139.616,2223.532
20080926,2234.459,2257.161,2192.129,2243.657
20081006,2206.563,2206.563,2128.271,2128.696
20081007,2043.923,2136.124,2024.648,2102.448
20081008,2041.991,2073.067,2000.522,2022.881
20081009,2059.585,2063.304,1993.01,1995.297
20081010,1913.265,1938.215,1881.673,1906.96
20081013,1889.754,1985.63,1841.533,1985.486
20081014,2054.408,2060.488,1934.459,1934.619
20081015,1911.032,1930.634,1892.015,1914.356
20081016,1833.482,1866.902,1818.933,1820.903
20081017,1837.914,1851.332,1805.667,1833.262
20081020,1828.414,1899.347,1802.095,1896.733
20081021,1901.244,1928.194,1880.517,1881.406
20081022,1854.6,1887.305,1832.446,1833.323
20081023,1794.681,1836.413,1779.134,1834.78
20081024,1831.463,1840.884,1769.11,1781.598
20081027,1746.668,1746.668,1652.792,1654.671
20081028,1614.616,1716.306,1607.674,1705.82
20081029,1723.234,1731.256,1657.653,1658.223
20081030,1669.968,1723.929,1646.345,1697.656
20081031,1688.09,1696.647,1655.088,1663.66
20081103,1648.556,1684.559,1643.418,1653.542
20081104,1646.201,1648.451,1606.731,1627.759
20081105,1641.264,1714.661,1641.264,1691.42
20081106,1648.127,1661.441,1638.344,1649.776
20081107,1618.753,1690.105,1612.739,1677.827
20081110,1714.123,1803.119,1714.123,1801.665
20081111,1795.301,1824.929,1778.332,1781.361
20081112,1758.479,1806.23,1754.288,1801.823
20081113,1777.031,1891.942,1765.635,1874.082
20081114,1893.309,1943.654,1874.932,1943.654
20081117,1934.737,1987.225,1919.967,1987.225
20081118,1974.378,1994.82,1831.757,1839.819
20081119,1831.597,1959.522,1823.273,1953.163
20081120,1916.7,1976.95,1900.268,1932.428
20081121,1872.265,1968.892,1835.086,1920.735
20081124,1913.993,1923.933,1835.863,1837.642
20081125,1870.055,1883.104,1801.56,1834.294
20081126,1832.114,1865.652,1815.015,1843.495
20081127,1961.891,1969.024,1870.045,1870.473
20081128,1851.103,1866.256,1815.447,1829.924
20081201,1823.769,1864.3,1799.839,1864.205
20081202,1821.543,1891.133,1814.903,1868.631
20081203,1884.601,1952.668,1884.601,1952.668
20081204,1980.445,2046.473,1978.141,1982.928
20081205,1969.741,2014.197,1965.089,2013.175
20081208,2040.474,2095.465,2033.978,2095.036
20081209,2104.124,2107.599,2038.072,2040.847
20081210,2028.514,2096.393,2014.283,2096.393
20081211,2087.43,2107.292,2043.62,2046.337
20081212,2027.069,2038.185,1936.28,1960.38
20081215,1991.551,2006.225,1941.054,1975.034
20081216,1956.995,1994.959,1919.869,1994.45
20081217,2002.029,2030.388,1995.65,2001.42
20081218,2001.048,2045.945,1982.428,2045.102
20081219,2037.369,2075.384,2033.112,2052.114
20081222,2050.77,2055.366,1993.326,2017.549
20081223,2019.231,2019.231,1918.432,1918.955
20081224,1893.225,1912.775,1872.647,1887.075
20081225,1891.526,1902.714,1848.708,1870.765
20081226,1868.344,1881.077,1850.502,1862.096
20081229,1852.413,1861.302,1816.059,1854.757
20081230,1852.949,1867.408,1824.528,1833.435
20081231,1835.105,1844.416,1813.726,1817.722
20090105,1848.326,1882.959,1837.839,1882.959
20090106,1880.672,1948.489,1873.011,1942.795
20090107,1942.671,1959.246,1930.868,1931.178
20090108,1894.664,1902.796,1873.648,1887.991
20090109,1886.488,1923.423,1886.488,1918.365
20090112,1911.736,1947.083,1905.617,1920.687
20090113,1892.655,1908.196,1874.974,1876.185
20090114,1873.626,1955.244,1873.626,1955.244
20090115,1935.386,1977.191,1930.295,1954.874
20090116,1965.44,2026.647,1965.44,1990.214
20090119,2010.579,2052.19,1993.95,2012.465
20090120,2006.525,2025.19,1986.061,2025.19
20090121,1993.67,2047.105,1988.241,2021.71
20090122,2034.286,2048.484,2012.738,2044.551
20090123,2039.522,2054.326,2025.188,2032.682
20090202,2052.439,2059.338,2029.717,2057.063
20090203,2056.795,2108.944,2049.889,2108.91
20090204,2118.563,2166.414,2117.024,2166.414
20090205,2164.546,2211.179,2135.67,2150.971
20090206,2158.084,2240.021,2158.084,2237.28
20090209,2271.593,2307.907,2257.49,2296.672
20090210,2288.071,2327.1,2263.532,2326.755
20090211,2287.232,2381.193,2275.574,2331.138
20090212,2335.401,2344.659,2248.484,2318.343
20090213,2321.56,2402.436,2307.09,2399.065
20090216,2421.187,2462.389,2397.181,2462.245
20090217,2460.569,2470.623,2384.787,2385.293
20090218,2331.662,2369.053,2272.505,2275.843
20090219,2295.653,2324.675,2259.593,2298.412
20090220,2300.806,2344.77,2276.298,2344.32
20090223,2333.809,2419.533,2307.921,2410.481
20090224,2376.697,2411.906,2294.522,2301.849
20090225,2325.039,2337.423,2226.444,2304.251
20090226,2295.426,2332.346,2167.149,2190.185
20090227,2164.54,2186.819,2117.061,2140.489
20090302,2123.367,2177.294,2112.336,2164.666
20090303,2109.841,2168.222,2100.644,2142.154
20090304,2150.239,2290.94,2150.239,2285.149
20090305,2314.079,2340.371,2259.8,2304.919
20090306,2260.756,2313.2,2255.818,2286.576
20090309,2302.011,2333.98,2198.545,2202.527
20090310,2175.306,2241.238,2168.324,2240.782
20090311,2288.053,2292.396,2212.882,2220.38
20090312,2208.041,2220.303,2156.598,2215.7
20090313,2229.25,2250.239,2200.974,2205.422
20090316,2197.248,2247.11,2180.051,2241.614
20090317,2244.11,2329.298,2239.668,2322.403
20090318,2335.417,2370.558,2328.856,2332.652
20090319,2337.524,2386.228,2331.259,2382.564
20090320,2389.892,2397.207,2343.269,2379.838
20090323,2384.67,2448.351,2375.522,2439.395
20090324,2477.567,2483.833,2440.527,2451.783
20090325,2435.633,2472.938,2401.052,2401.327
20090326,2407.762,2479.826,2379.951,2479.789
20090327,2500.998,2516.384,2481.687,2498.931
20090330,2501.312,2508.138,2471.367,2484.487
20090331,2436.778,2507.899,2423.571,2507.789
20090401,2519.886,2566.536,2519.886,2548.222
20090402,2558.768,2599.252,2558.264,2576.4
20090403,2597.916,2612.37,2555.615,2570.503
20090407,2570.625,2597.062,2543.646,2576.95
20090408,2563.722,2573.093,2479.348,2479.348
20090409,2477.419,2517.741,2457.423,2517.669
20090410,2540.108,2595.598,2530.622,2595.53
20090413,2621.979,2668.282,2619.372,2656.518
20090414,2651.197,2682.908,2637.383,2676.872
20090415,2662.728,2690.642,2627.808,2686.99
20090416,2690.515,2706.625,2643.316,2687.106
20090417,2675.668,2693.291,2628.625,2650.691
20090420,2643.726,2708.452,2640.989,2707.667
20090421,2670.277,2697.719,2634.529,2675.442
20090422,2687.857,2713.305,2563.361,2576.281
20090423,2555.527,2604.162,2543.907,2593.564
20090424,2605.703,2609.874,2570.379,2572.888
20090427,2566.92,2576.519,2499.442,2513.292
20090428,2490.526,2531.544,2485.802,2518.531
20090429,2518.854,2615.81,2514.141,2605.37
20090430,2616.485,2640.017,2604.452,2622.926
20090504,2635.129,2715.189,2632.303,2714.301
20090505,2733.107,2751.252,2713.234,2727.014
20090506,2721.817,2771.206,2713.539,2764.979
20090507,2783.577,2797.474,2731.799,2767.076
20090508,2751.499,2800.223,2733.332,2789.219
20090511,2808.139,2839.609,2725.267,2725.316
20090512,2702.742,2788.612,2699.954,2788.562
20090513,2792.42,2822.711,2775.572,2814.005
20090514,2781.048,2804.477,2757.545,2792.597
20090515,2800.571,2815.456,2773.322,2796.116
20090518,2782.585,2813.757,2740.92,2810.573
20090519,2836.337,2849.629,2821.951,2840.084
20090520,2843.545,2849.635,2812.599,2812.865
20090521,2795.828,2808.287,2735.767,2750.01
20090522,2733.017,2762.741,2719.121,2740.677
20090525,2684.213,2761.387,2675.285,2752.716
20090526,2757.31,2762.809,2718.555,2719.764
20090527,2734.418,2768.568,2715.823,2759.712
20090601,2798.927,2864.471,2798.927,2858.342
20090602,2878.528,2892.781,2855.059,2865.099
20090603,2865.732,2939.387,2864.709,2939.387
20090604,2924.267,2961.04,2899.668,2953.751
20090605,2966.065,2975.175,2937.18,2939.306
20090608,2937.635,2978.233,2912.487,2948.478
20090609,2948.949,2960.902,2892.718,2960.556
20090610,2972.423,2995.699,2966.585,2989.595
20090611,2982.969,3000.857,2951.273,2961.629
20090612,2955.569,2976.864,2883.318,2906.286
20090615,2911.423,2967.099,2898.067,2966.192
20090616,2936.508,2979.413,2929.041,2961.22
20090617,2957.576,3017.409,2930.494,3010.588
20090618,3014.437,3061.747,3014.437,3057.428
20090619,3061.903,3086.72,3047.27,3080.001
20090622,3106.387,3116.155,3072.534,3082.563
20090623,3036.404,3128.527,3028.454,3083.895
20090624,3079.495,3121.207,3068.242,3120.73
20090625,3125.662,3141.166,3103.871,3117.921
20090626,3126.228,3137.082,3109.316,3128.421
20090629,3132.113,3182.415,3122.164,3179.972
20090630,3191.641,3195.716,3159.626,3166.474
20090701,3153.537,3238.792,3150.654,3237.903
20090702,3248.204,3285.093,3247.573,3282.359
20090703,3254.93,3327.669,3249.11,3327.135
20090706,3333.096,3378.055,3333.096,3374.753
20090707,3368.33,3393.224,3327.354,3340.493
20090708,3306.428,3368.066,3261.32,3352.269
20090709,3348.221,3396.483,3334.68,3396.304
20090710,3398.911,3428.029,3375.965,3398.31
20090713,3382.574,3403.74,3358.518,3361.011
20090714,3375.873,3454.753,3375.873,3454.753
20090715,3467.132,3497.508,3467.132,3493.305
20090716,3516.778,3543.019,3489.562,3501.24
20090717,3499.51,3527.465,3482.871,3519.809
20090720,3532.519,3594.872,3515.534,3591.123
20090721,3603.402,3610.326,3533.162,3539.832
20090722,3532.632,3607.371,3532.384,3606.924
20090723,3613.598,3653.837,3596.364,3651.969
20090724,3672.206,3687.493,3591.88,3667.556
20090727,3680.15,3744.242,3669.508,3743.626
20090728,3745.549,3756.782,3705.045,3755.818
20090729,3741.784,3765.59,3453.641,3558.508
20090730,3587.047,3656.922,3511.291,3634.818
20090731,3670.191,3735.804,3635.548,3734.622
20090803,3754.218,3789.935,3716.573,3787.033
20090804,3803.061,3803.061,3712.431,3786.615
20090805,3781.401,3789.127,3691.976,3740.936
20090806,3707.907,3739.578,3602.575,3663.12
20090807,3655.462,3686.543,3539.697,3555.095
20090810,3589.716,3613.457,3485.364,3544.539
20090811,3558.645,3569.15,3509.717,3556.375
20090812,3546.5,3546.5,3390.361,3397.4
20090813,3398.889,3448.862,3338.848,3440.82
20090814,3437.951,3454.945,3334.729,3344.462
20090817,3283.436,3319.804,3137.477,3140.271
20090818,3110.708,3186.815,3083.203,3171.986
20090819,3178.281,3183.007,2982.222,3014.568
20090820,3021.251,3146.568,3021.251,3144.39
20090821,3135.373,3221.166,3113.704,3203.624
20090824,3222.397,3241.524,3178.856,3229.6
20090825,3210.851,3210.851,3019.119,3109.83
20090826,3082.68,3203.786,3065.463,3172.386
20090827,3149.566,3212.27,3116.894,3156.301
20090828,3152.037,3168.191,3030.731,3046.781
20090831,3003.543,3003.543,2825.767,2830.271
20090901,2804.584,2901.277,2795.486,2843.7
20090902,2824.641,2904.786,2813.618,2890.926
20090903,2898.449,3059.987,2892.649,3051.964
20090904,3055.347,3099.385,3038.99,3077.142
20090907,3097.789,3153.227,3078.126,3104.208
20090908,3084.199,3170.967,3047.3,3170.967
20090909,3188.311,3207.388,3143.739,3194.909
20090910,3179.187,3204.124,3150.172,3162.914
20090911,3152.815,3253.452,3152.689,3238.133
20090914,3248.348,3298.905,3240.534,3293.394
20090915,3298.81,3325.743,3264.949,3302.642
20090916,3290.387,3296.94,3212.445,3258.236
20090917,3274.582,3329.116,3274.582,3320.096
20090918,3325.061,3330.432,3170.962,3199.689
20090921,3163.512,3210.643,3090.607,3208.604
20090922,3196.009,3237.217,3131.016,3131.026
20090923,3130.142,3159.173,3041.415,3060.069
20090924,3041.82,3122.055,2989.236,3080.926
20090925,3057.106,3090.069,3028.407,3058.528
20090928,3066.368,3088.081,2959.744,2972.643
20090929,2975.531,2998.55,2923.926,2972.286
20090930,2992.98,3033.738,2988.292,3004.805
20091009,3078.753,3164.031,3071.27,3163.708
20091012,3181.581,3193.59,3151.256,3151.632
20091013,3144.022,3199.921,3140.498,3198.517
20091014,3209.065,3276.553,3204.314,3227.399
20091015,3258.546,3287.628,3227.088,3239.643
20091016,3250.102,3268.425,3188.434,3241.709
20091019,3238.848,3330.789,3231.807,3329.158
20091020,3355.358,3379.63,3343.018,3377.574
20091021,3375.027,3414.657,3358.55,3369.285
20091022,3364.145,3381.145,3341.415,3347.32
20091023,3354.984,3436.391,3354.984,3413.252
20091026,3421.696,3432.895,3385.44,3414.239
20091027,3384.294,3392.102,3314.323,3314.722
20091028,3303.773,3337.167,3258.274,3329.327
20091029,3265.186,3291.18,3239.005,3247.051
20091030,3305.376,3329.54,3276.318,3280.372
20091102,3205.835,3394.724,3198.309,3392.803
20091103,3402.528,3447.481,3397.255,3435.425
20091104,3443.517,3476.34,3415.216,3453.888
20091105,3458.865,3471.83,3432.26,3464.318
20091106,3491.075,3506.027,3474.364,3483.021
20091109,3487.107,3495.887,3452.614,3495.788
20091110,3520.395,3532.186,3501.499,3503.776
20091111,3500.586,3514.829,3468.859,3495.674
20091112,3506.952,3529.061,3487.68,3499.992
20091113,3489.538,3518.894,3445.36,3518.722
20091116,3541.053,3625.887,3541.053,3625.798
20091117,3644.962,3649.422,3619.986,3628.354
20091118,3633.851,3652.809,3612.794,3630.229
20091119,3638.073,3653.899,3604.612,3642.437
20091120,3630.576,3658.214,3597.306,3631.013
20091123,3636.529,3666.27,3628.195,3665.509
20091124,3680.746,3698.129,3538.858,3548.08
20091125,3541.512,3630.301,3508.057,3629.629
20091126,3635.79,3646.607,3472.948,3485.773
20091127,3440.343,3480.931,3367.293,3382.51
20091130,3415.077,3511.765,3415.077,3511.669
20091201,3507.559,3566.78,3485.524,3560.831
20091202,3578.869,3607.561,3570.287,3597.329
20091203,3596.952,3603.122,3551.482,3590.876
20091204,3581.627,3646.263,3530.058,3643.491
20091207,3644.625,3672.798,3633.445,3668.832
20091208,3670.807,3671.042,3590.941,3624.019
20091209,3579.282,3603.696,3543.424,3554.478
20091210,3579.826,3601.289,3544.901,3577.237
20091211,3589.408,3614.952,3568.506,3575.02
20091214,3572.531,3623.273,3495.639,3612.753
20091215,3594.51,3620.322,3578.283,3583.341
20091216,3568.28,3610.685,3550.667,3560.723
20091217,3571.052,3582.439,3475.844,3480.153
20091218,3450.045,3453.348,3385.675,3391.735
20091221,3386.326,3404.642,3354.652,3396.622
20091222,3402.228,3404.754,3296.765,3305.543
20091223,3303.729,3342.988,3296.292,3336.48
20091224,3346.763,3445.704,3339.298,3438.817
